concept	lang	token	priority	head_lemma	parts
Southern_Elephant_Seal#species	en	Southern Elephant Seal	0	seal PROPN	southern PROPN compound> elephant PROPN | elephant PROPN compound> seal PROPN
Southern_Elephant_Seal#species	en	Mirounga leonina	1	leonina PROPN	Mirounga PROPN compound> leonina PROPN
Southern_Elephant_Seal#species	en	Southern Elephant Seal	2	seal PROPN	southern PROPN compound> elephant PROPN | elephant PROPN compound> seal PROPN
Southern_right_whale#species	en	Southern right whale	0	whale NOUN	southern ADJ amod> whale NOUN | right ADJ amod> whale NOUN
Southern_right_whale#species	en	Eubalaena australis	1	australis PROPN	Eubalaena PROPN compound> australis PROPN
Southern_right_whale#species	en	Southern right whale	2	whale NOUN	southern ADJ amod> whale NOUN | right ADJ amod> whale NOUN
Southern_Three-banded_Armadillo#species	en	Southern three-banded armadillo	0	armadillo NOUN	southern ADJ amod> three NUM | three NUM nummod> armadillo NOUN | - PUNCT punct> three NUM | bande VERB amod> armadillo NOUN
Southern_Three-banded_Armadillo#species	en	Tolypeutes matacus	1	matacus NOUN	Tolypeutes NOUN compound> matacus NOUN
Southern_Three-banded_Armadillo#species	en	La Plata three-banded armadillo	2	armadillo NOUN	la PROPN compound> Plata PROPN | Plata PROPN compound> bande VERB | three NUM nummod> Plata PROPN | - PUNCT punct> Plata PROPN | bande VERB amod> armadillo NOUN
Southern_Three-banded_Armadillo#species	en	Southern three-banded armadillo	2	armadillo NOUN	southern ADJ amod> three NUM | three NUM nummod> armadillo NOUN | - PUNCT punct> three NUM | bande VERB amod> armadillo NOUN
South_Polar_Skua#species	en	South polar skua	0	skua NOUN	south PROPN compound> skua NOUN | polar ADJ amod> skua NOUN
South_Polar_Skua#species	en	Stercorarius maccormicki	1	maccormicki NOUN	Stercorarius PROPN compound> maccormicki NOUN
South_Polar_Skua#species	en	MacCormick’s Skua	2	Skua PROPN	MacCormick PROPN nmod:poss> Skua PROPN | 's PART case> MacCormick PROPN
South_Polar_Skua#species	en	South polar skua	2	skua NOUN	south PROPN compound> skua NOUN | polar ADJ amod> skua NOUN
Spectacled_Bear#species	en	Spectacled bear	0	bear NOUN	Spectacled VERB amod> bear NOUN
Spectacled_Bear#species	en	Tremarctos ornatus	1	Tremarctos NOUN	ornatus X appos> Tremarctos NOUN
Spectacled_Bear#species	en	Andean bear	2	bear NOUN	Andean ADJ amod> bear NOUN
Spectacled_Bear#species	en	Spectacled bear	2	bear NOUN	Spectacled VERB amod> bear NOUN
Spectacled_Eider#species	en	Spectacled eider	0	eider NOUN	Spectacled VERB amod> eider NOUN
Spectacled_Eider#species	en	Somateria fischeri	1	fischerus NOUN	Somateria PROPN compound> fischerus NOUN
Spectacled_Eider#species	en	Spectacled eider	2	eider NOUN	Spectacled VERB amod> eider NOUN
Sperm_whale#species	en	Sperm whale	0	whale NOUN	Sperm NOUN compound> whale NOUN
Sperm_whale#species	en	Physeter macrocephalus	1	macrocephalus NOUN	Physeter NOUN compound> macrocephalus NOUN
Sperm_whale#species	en	Common cachalot	2	cachalot NOUN	common ADJ amod> cachalot NOUN
Sperm_whale#species	en	Sperm whale	2	whale NOUN	Sperm NOUN compound> whale NOUN
Spider#order	en	Spiders	0	Spider NOUN	
Spider#order	en	Araneae	0	Araneae PROPN	
Spider#order	en	Araneae	1	Araneae PROPN	
Spider#order	en	Spiders	2	Spider NOUN	
Spider_wasp#family	en	Spider wasps	0	wasp NOUN	Spider NOUN compound> wasp NOUN
Spider_wasp#family	en	Pompilidae	1	Pompilida NOUN	
Spider_wasp#family	en	Spider-hunting wasps	2	wasp NOUN	Spider NOUN obl:npmod> hunt VERB | - PUNCT punct> hunt VERB | hunt VERB amod> wasp NOUN
Spider_wasp#family	en	Spider wasps	2	wasp NOUN	Spider NOUN compound> wasp NOUN
Spinosaurus#genus	en	Spinosaurus 	0	Spinosaurus PROPN	
Spinosaurus#genus	en	Spinosaurus 	1	Spinosaurus PROPN	
Spinosaurus#genus	en	spine lizard	2	lizard NOUN	spine NOUN compound> lizard NOUN
Spixs_Macaw#species	en	Spixs macaw	0	macaw NOUN	Spix PROPN compound> macaw NOUN
Spixs_Macaw#species	en	Cyanopsitta spixii	1	spixii NOUN	Cyanopsitta PROPN compound> spixii NOUN
Spixs_Macaw#species	en	Little blue macaw	2	macaw NOUN	little PROPN compound> macaw NOUN | blue ADJ amod> macaw NOUN
Spixs_Macaw#species	en	Spixs macaw	2	macaw NOUN	Spix PROPN compound> macaw NOUN
Spotted_Flycatcher#species	en	Spotted flycatcher	0	flycatcher NOUN	spotted ADJ amod> flycatcher NOUN
Spotted_Flycatcher#species	en	Muscicapa striata	1	striata NOUN	Muscicapa PROPN compound> striata NOUN
Spotted_Flycatcher#species	en	Spotted flycatcher	2	flycatcher NOUN	spotted ADJ amod> flycatcher NOUN
Spotted_Hyena#species	en	Spotted hyena	0	hyena NOUN	spotted VERB amod> hyena NOUN
Spotted_Hyena#species	en	Crocuta crocuta	1	crocuta NOUN	Crocuta PROPN compound> crocuta NOUN
Spotted_Hyena#species	en	Laughing hyena	2	hyena NOUN	laughing NOUN compound> hyena NOUN
Spotted_Hyena#species	en	Spotted hyena	2	hyena NOUN	spotted VERB amod> hyena NOUN
Springbok_antelope#species	en	Springbok	0	Springbok NOUN	
Springbok_antelope#species	en	Antidorcas marsupialis	1	marsupialis NOUN	Antidorcas NOUN compound> marsupialis NOUN
Springbok_antelope#species	en	Springbok	2	Springbok NOUN	
Springbok_antelope#species	en	Springbuck	2	Springbuck NOUN	
Squamata#order	en	Scaled reptiles	0	reptile NOUN	Scaled VERB amod> reptile NOUN
Squamata#order	en	Squamata	0	Squamata PROPN	
Squamata#order	en	Squamata	1	Squamata PROPN	
Squamata#order	en	Scaled reptiles	2	reptile NOUN	Scaled VERB amod> reptile NOUN
Squid#order	en	Squid	0	Squid PROPN	
Squid#order	en	Teuthida	0	Teuthida PROPN	
Squid#order	en	Teuthida	1	Teuthida PROPN	
Squid#order	en	Squid	2	Squid PROPN	
Stag_beetle#family	en	Stag beetles	0	beetle NOUN	Stag NOUN compound> beetle NOUN
Stag_beetle#family	en	Lucanidae	1	Lucanidae PROPN	
Stag_beetle#family	en	Stag beetles	2	beetle NOUN	Stag NOUN compound> beetle NOUN
Stegosaurus#genus	en	Stegosaurus	0	Stegosaurus PROPN	
Stegosaurus#genus	en	Stegosaurus	1	Stegosaurus PROPN	
Stegosaurus#genus	en	roof-lizard	2	-lizard NOUN	roof NOUN compound> -lizard NOUN
Steller_Sea_Lion#species	en	Steller sea lion	0	lion NOUN	Steller PROPN compound> sea NOUN | sea NOUN compound> lion NOUN
Steller_Sea_Lion#species	en	Eumetopias jubatus	1	jubatus NOUN	Eumetopias PROPN compound> jubatus NOUN
Steller_Sea_Lion#species	en	Northern sea lion	2	lion NOUN	Northern ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
Steller_Sea_Lion#species	en	Steller sea lion	2	lion NOUN	Steller PROPN compound> sea NOUN | sea NOUN compound> lion NOUN
Steller_Sea_Lion#species	en	Stellers sea lion	2	lion NOUN	Steller NOUN compound> sea NOUN | sea NOUN compound> lion NOUN
Stingray#family	en	Stingrays	0	Stingrays PROPN	
Stingray#family	en	Dasyatidae	1	Dasyatidae NOUN	
Stingray#family	en	Stingrays	2	Stingrays PROPN	
St_Johns_wort#species	en	St Johns wort	0	wort NOUN	St PROPN compound> Johns PROPN | Johns PROPN compound> wort NOUN
St_Johns_wort#species	en	Hypericum perforatum	1	perforatum NOUN	Hypericum PROPN compound> perforatum NOUN
St_Johns_wort#species	en	Common St Johns wort	2	wort NOUN	common PROPN compound> Johns PROPN | St PROPN compound> Johns PROPN | Johns PROPN compound> wort NOUN
St_Johns_wort#species	en	Klamath weed	2	we VERB	Klamath PROPN nsubj> we VERB
St_Johns_wort#species	en	St Johns wort	2	wort NOUN	St PROPN compound> Johns PROPN | Johns PROPN compound> wort NOUN
St_Johns_wort#species	en	Tiptons weed	2	we VERB	Tipton NOUN nsubj> we VERB
Stoat#species	en	Stoat	0	Stoat NOUN	
Stoat#species	en	Mustela erminea	1	erminea NOUN	Mustela PROPN compound> erminea NOUN
Stoat#species	en	Stoat	2	Stoat NOUN	
Stock_Pigeon#species	en	Stock dove	0	dove NOUN	stock NOUN compound> dove NOUN
Stock_Pigeon#species	en	Columba oenas	1	oena PROPN	Columba PROPN compound> oena PROPN
Stock_Pigeon#species	en	Stock dove	2	dove NOUN	stock NOUN compound> dove NOUN
Stock_Pigeon#species	en	Stock pigeon	2	pigeon NOUN	stock NOUN compound> pigeon NOUN
Straw-coloured_Fruit_Bat#species	en	Straw-coloured fruit bat	0	bat NOUN	Straw PROPN obl:npmod> colou ADJ | - PUNCT punct> colou ADJ | colou ADJ amod> fruit NOUN | fruit NOUN compound> bat NOUN
Straw-coloured_Fruit_Bat#species	en	Eidolon helvum	1	helvum NOUN	Eidolon PROPN compound> helvum NOUN
Straw-coloured_Fruit_Bat#species	en	Straw-coloured fruit bat	2	bat NOUN	Straw PROPN obl:npmod> colou ADJ | - PUNCT punct> colou ADJ | colou ADJ amod> fruit NOUN | fruit NOUN compound> bat NOUN
Striped_Skunk#species	en	Striped Skunk	0	Skunk PROPN	Striped PROPN compound> Skunk PROPN
Striped_Skunk#species	en	Mephitis mephitis	1	mephitis NOUN	Mephitis PROPN compound> mephitis NOUN
Striped_Skunk#species	en	Striped Skunk	2	Skunk PROPN	Striped PROPN compound> Skunk PROPN
Strongylocentrotus_purpuratus#species	en	Purple sea urchin	0	urchin NOUN	Purple ADJ amod> urchin NOUN | sea NOUN compound> urchin NOUN
Strongylocentrotus_purpuratus#species	en	Strongylocentrotus purpuratus	1	purpuratus NOUN	Strongylocentrotus PROPN compound> purpuratus NOUN
Strongylocentrotus_purpuratus#species	en	California purple sea urchin	2	urchin NOUN	California PROPN compound> sea NOUN | purple ADJ amod> sea NOUN | sea NOUN compound> urchin NOUN
Strongylocentrotus_purpuratus#species	en	Purple sea urchin	2	urchin NOUN	Purple ADJ amod> urchin NOUN | sea NOUN compound> urchin NOUN
Sumatran_Orangutan#species	en	Sumatran orangutan	0	orangutan PROPN	Sumatran PROPN compound> orangutan PROPN
Sumatran_Orangutan#species	en	Pongo abelii	1	abelii NOUN	Pongo PROPN compound> abelii NOUN
Sumatran_Orangutan#species	en	Sumatran orang-utan	2	utan NOUN	Sumatran PROPN compound> utan NOUN | orang NOUN compound> utan NOUN | - PUNCT punct> utan NOUN
Sumatran_Orangutan#species	en	Sumatran orangutan	2	orangutan PROPN	Sumatran PROPN compound> orangutan PROPN
Sunda_Flying_Lemur#species	en	Malayan colugo	0	colugo NOUN	Malayan ADJ amod> colugo NOUN
Sunda_Flying_Lemur#species	en	Galeopterus variegatus	1	variegatus NOUN	Galeopterus PROPN compound> variegatus NOUN
Sunda_Flying_Lemur#species	en	Malayan colugo	2	colugo NOUN	Malayan ADJ amod> colugo NOUN
Sunda_Flying_Lemur#species	en	Malayan flying lemur	2	lemur NOUN	Malayan ADJ amod> lemur NOUN | fly VERB amod> lemur NOUN
Sunda_Flying_Lemur#species	en	Sunda flying lemur	2	lemur NOUN	Sunda PROPN compound> fly VERB | fly VERB amod> lemur NOUN
Sunflower_starfish#species	en	Sunflower star	0	star NOUN	Sunflower PROPN compound> star NOUN
Sunflower_starfish#species	en	Pycnopodia helianthoides	1	helianthoide VERB	Pycnopodia PROPN nsubj> helianthoide VERB
Sunflower_starfish#species	en	Sunflower sea star	2	star NOUN	Sunflower PROPN compound> star NOUN | sea NOUN compound> star NOUN
Sunflower_starfish#species	en	Sunflower star	2	star NOUN	Sunflower PROPN compound> star NOUN
Sunflower_starfish#species	en	Sunflower starfish	2	starfish NOUN	Sunflower PROPN compound> starfish NOUN
Superb_Bird_of_Paradise#species	en	Superb bird of paradise	0	bird NOUN	superb PROPN compound> bird NOUN | of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Superb_Bird_of_Paradise#species	en	Lophorina superba	1	superba PROPN	Lophorina PROPN compound> superba PROPN
Superb_Bird_of_Paradise#species	en	Superb bird of paradise	2	bird NOUN	superb PROPN compound> bird NOUN | of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Superb_Lyrebird#species	en	Superb lyrebird	0	lyrebird NOUN	superb PROPN compound> lyrebird NOUN
Superb_Lyrebird#species	en	Menura novaehollandiae	1	novaehollandia NOUN	Menura PROPN compound> novaehollandia NOUN
Superb_Lyrebird#species	en	Superb lyrebird	2	lyrebird NOUN	superb PROPN compound> lyrebird NOUN
Suriname_Toad#species	en	Surinam toad	0	toad NOUN	Surinam PROPN compound> toad NOUN
Suriname_Toad#species	en	Pipa pipa	1	pipa NOUN	Pipa PROPN compound> pipa NOUN
Suriname_Toad#species	en	Suriname toad	2	toad NOUN	Suriname NOUN compound> toad NOUN
Suriname_Toad#species	en	Surinam toad	2	toad NOUN	Surinam PROPN compound> toad NOUN
Tambaqui#species	en	Tambaqui	0	Tambaqui PROPN	
Tambaqui#species	en	Colossoma macropomum	1	macropomum NOUN	Colossoma PROPN compound> macropomum NOUN
Tambaqui#species	en	Black-finned colossoma	2	colossoma NOUN	black ADJ compound> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> colossoma NOUN
Tambaqui#species	en	Pacu	2	Pacu PROPN	
Tambaqui#species	en	Tambaqui	2	Tambaqui PROPN	
Taraxacum#genus	en	Dandelions	0	dandelion NOUN	
Taraxacum#genus	en	Taraxacum	1	Taraxacum PROPN	
Taraxacum#genus	en	Dandelions	2	dandelion NOUN	
Tarbosaurus#genus	en	Tarbosaurus	0	Tarbosaurus PROPN	
Tarbosaurus#genus	en	Tarbosaurus	1	Tarbosaurus PROPN	
Tarbosaurus#genus	en	alarming lizard	2	lizard NOUN	alarming NOUN compound> lizard NOUN
Tarsier#genus	en	Tarsiers	0	Tarsier NOUN	
Tarsier#genus	en	Tarsius	1	Tarsius PROPN	
Tarsier#genus	en	Tarsiers	2	Tarsier NOUN	
Tasmanian_Devil#species	en	Tasmanian devil	0	devil PROPN	Tasmanian PROPN compound> devil PROPN
Tasmanian_Devil#species	en	Sarcophilus harrisii	1	harrisii NOUN	Sarcophilus PROPN compound> harrisii NOUN
Tasmanian_Devil#species	en	Tasmanian devil	2	devil PROPN	Tasmanian PROPN compound> devil PROPN
Tawny_Owl#species	en	Tawny owl	0	owl NOUN	Tawny PROPN compound> owl NOUN
Tawny_Owl#species	en	Strix aluco	1	aluco NOUN	Strix PROPN compound> aluco NOUN
Tawny_Owl#species	en	Tawny owl	2	owl NOUN	Tawny PROPN compound> owl NOUN
Taxus_baccata#species	en	Common yew	0	yew NOUN	common ADJ amod> yew NOUN
Taxus_baccata#species	en	Taxus baccata	1	baccata NOUN	Taxus PROPN compound> baccata NOUN
Taxus_baccata#species	en	Common yew	2	yew NOUN	common ADJ amod> yew NOUN
Taxus_baccata#species	en	English yew	2	yew NOUN	english ADJ amod> yew NOUN
Taxus_baccata#species	en	European yew	2	yew NOUN	european ADJ amod> yew NOUN
Temmincks_Tragopan#species	en	Temmincks tragopan	0	tragopan NOUN	Temminck NOUN compound> tragopan NOUN
Temmincks_Tragopan#species	en	Tragopan temminckii	1	temminckii NOUN	Tragopan PROPN compound> temminckii NOUN
Temmincks_Tragopan#species	en	Crimson-bellied tragopan	2	tragopan NOUN	Crimson NOUN obl:npmod> belly VERB | - PUNCT punct> belly VERB | belly VERB amod> tragopan NOUN
Temmincks_Tragopan#species	en	Temmincks tragopan	2	tragopan NOUN	Temminck NOUN compound> tragopan NOUN
Tenrecidae#family	en	Tenrecs	0	Tenrec NOUN	
Tenrecidae#family	en	Tenrecidae	1	Tenrecidae NOUN	
Tenrecidae#family	en	Tenrecidae 	2	Tenrecidae NOUN	
Tenrecidae#family	en	Tenrecs	2	Tenrec NOUN	
Termite#order	en	Termites	0	Termite NOUN	
Termite#order	en	Isoptera	1	Isoptera PROPN	
Termite#order	en	Termites	2	Termite NOUN	
Termite#order	en	White ants	2	ant NOUN	white ADJ amod> ant NOUN
Terrapene_carolina#species	en	Eastern box turtle	0	turtle NOUN	eastern ADJ amod> box NOUN | box NOUN compound> turtle NOUN
Terrapene_carolina#species	en	Terrapene carolina	1	carolina PROPN	Terrapene PROPN compound> carolina PROPN
Terrapene_carolina#species	en	Common box turtle	2	turtle NOUN	common ADJ amod> box NOUN | box NOUN compound> turtle NOUN
Terrapene_carolina#species	en	Eastern box turtle	2	turtle NOUN	eastern ADJ amod> box NOUN | box NOUN compound> turtle NOUN
Tettigoniidae#family	en	Bush crickets	0	cricket NOUN	Bush PROPN compound> cricket NOUN
Tettigoniidae#family	en	Tettigoniidae	1	Tettigoniidae NOUN	
Tettigoniidae#family	en	Bush crickets	2	cricket NOUN	Bush PROPN compound> cricket NOUN
Tettigoniidae#family	en	Katydids	2	Katydids PROPN	
Tettigoniidae#family	en	Long-horned grasshoppers	2	grasshopper NOUN	Long ADV advmod> horned VERB | - PUNCT punct> horned VERB | horned VERB amod> grasshopper NOUN
Texas_blind_salamander#species	en	Texas blind salamander	0	salamander NOUN	Texas PROPN compound> salamander NOUN | blind ADJ amod> salamander NOUN
Texas_blind_salamander#species	en	Eurycea rathbuni	1	rathbuni NOUN	Eurycea PROPN compound> rathbuni NOUN
Texas_blind_salamander#species	en	Texas blind salamander	2	salamander NOUN	Texas PROPN compound> salamander NOUN | blind ADJ amod> salamander NOUN
Therapsida#order	en	Therapsids	0	Therapsid NOUN	
Therapsida#order	en	Therapsida	0	Therapsida PROPN	
Therapsida#order	en	Therapsida	1	Therapsida PROPN	
Therapsida#order	en	beast arch	2	arch NOUN	beast ADJ amod> arch NOUN
Therapsida#order	en	Therapsids	2	Therapsid NOUN	
Therizinosaurus#genus	en	Therizinosaurus	0	Therizinosaurus PROPN	
Therizinosaurus#genus	en	Therizinosaurus	1	Therizinosaurus PROPN	
Therizinosaurus#genus	en	scythe lizard	2	lizard NOUN	scythe NOUN compound> lizard NOUN
Thermophis_baileyi#species	en	Tibetan spring snake	0	snake NOUN	Tibetan PROPN compound> snake NOUN | spring NOUN compound> snake NOUN
Thermophis_baileyi#species	en	Thermophis baileyi	1	baileyi NOUN	
Thermophis_baileyi#species	en	Baileys snake	2	snake NOUN	Baileys PROPN compound> snake NOUN
Thermophis_baileyi#species	en	Hot spring keel-back	2	back NOUN	hot ADJ amod> back NOUN | spring NOUN compound> back NOUN | keel NOUN compound> back NOUN | - PUNCT punct> back NOUN
Thermophis_baileyi#species	en	Tibetan spring snake	2	snake NOUN	Tibetan PROPN compound> snake NOUN | spring NOUN compound> snake NOUN
Theropoda#suborder	en	Theropod dinosaurs	0	dinosaur NOUN	Theropod NOUN compound> dinosaur NOUN
Theropoda#suborder	en	Theropoda	0	Theropoda PROPN	
Theropoda#suborder	en	Theropoda	1	Theropoda PROPN	
Theropoda#suborder	en	beast-footed	2	beast NOUN	- PUNCT punct> beast NOUN | foote VERB acl> beast NOUN
Theropoda#suborder	en	Theropod dinosaurs	2	dinosaur NOUN	Theropod NOUN compound> dinosaur NOUN
Thick-billed_Murre#species	en	Thick-billed guillemot	0	guillemot NOUN	thick PROPN obl:npmod> bille VERB | - PUNCT punct> bille VERB | bille VERB amod> guillemot NOUN
Thick-billed_Murre#species	en	Uria lomvia	1	lomvia NOUN	Uria PROPN compound> lomvia NOUN
Thick-billed_Murre#species	en	Brünnichs guillemot	2	guillemot NOUN	Brünnich NOUN compound> guillemot NOUN
Thick-billed_Murre#species	en	Thick-billed guillemot	2	guillemot NOUN	thick PROPN obl:npmod> bille VERB | - PUNCT punct> bille VERB | bille VERB amod> guillemot NOUN
Thick-billed_Murre#species	en	Thick-billed murre	2	murre NOUN	thick PROPN obl:npmod> bille VERB | - PUNCT punct> bille VERB | bille VERB amod> murre NOUN
Thomsons_Gazelle#species	en	Thomsons gazelle	0	gazelle NOUN	Thomsons NOUN compound> gazelle NOUN
Thomsons_Gazelle#species	en	Eudorcas thomsoni	1	thomsoni PROPN	Eudorcas PROPN compound> thomsoni PROPN
Thomsons_Gazelle#species	en	Thomsons gazelle	2	gazelle NOUN	Thomsons NOUN compound> gazelle NOUN
Thomsons_Gazelle#species	en	Tommie	2	Tommie PROPN	
Thorny_Devil#species	en	Thorny devil	0	devil PROPN	thorny PROPN compound> devil PROPN
Thorny_Devil#species	en	Moloch horridus	1	horridus NOUN	Moloch PROPN compound> horridus NOUN
Thorny_Devil#species	en	Moloch	2	Moloch NOUN	
Thorny_Devil#species	en	Thorny devil	2	devil PROPN	thorny PROPN compound> devil PROPN
Thorny_Devil#species	en	Thorny dragon	2	dragon NOUN	thorny ADJ amod> dragon NOUN
Thorny_Devil#species	en	Thorny lizard	2	lizard NOUN	thorny PROPN compound> lizard NOUN
Three-spined_stickleback#species	en	Three-spined stickleback	0	stickleback NOUN	Three NUM compound> spine VERB | - PUNCT punct> spine VERB | spine VERB amod> stickleback NOUN
Three-spined_stickleback#species	en	Gasterosteus aculeatus	1	aculeatus NOUN	Gasterosteus PROPN compound> aculeatus NOUN
Three-spined_stickleback#species	en	Burnstickle	2	Burnstickle PROPN	
Three-spined_stickleback#species	en	Common stickleback	2	stickleback NOUN	common ADJ amod> stickleback NOUN
Three-spined_stickleback#species	en	European stickleback	2	stickleback NOUN	european ADJ amod> stickleback NOUN
Three-spined_stickleback#species	en	Jacksharp	2	Jacksharp PROPN	
Three-spined_stickleback#species	en	Three-spined stickleback	2	stickleback NOUN	Three NUM compound> spine VERB | - PUNCT punct> spine VERB | spine VERB amod> stickleback NOUN
Three-spined_stickleback#species	en	Tiddler	2	Tiddler NOUN	
Thyreophora#suborder	en	Armoured dinosaurs	0	dinosaur NOUN	Armoured ADJ amod> dinosaur NOUN
Thyreophora#suborder	en	Thyreophora	0	Thyreophora PROPN	
Thyreophora#suborder	en	Thyreophora	1	Thyreophora PROPN	
Thyreophora#suborder	en	Armoured dinosaurs	2	dinosaur NOUN	Armoured ADJ amod> dinosaur NOUN
Thyreophora#suborder	en	shield bearers	2	bearer NOUN	shield NOUN compound> bearer NOUN
Tibetan_Sand_Fox#species	en	Tibetan fox	0	fox NOUN	Tibetan PROPN compound> fox NOUN
Tibetan_Sand_Fox#species	en	Vulpes ferrilata	1	ferrilata NOUN	Vulpes NOUN compound> ferrilata NOUN
Tibetan_Sand_Fox#species	en	Sand fox	2	fox NOUN	sand PROPN compound> fox NOUN
Tibetan_Sand_Fox#species	en	Tibetan fox	2	fox NOUN	Tibetan PROPN compound> fox NOUN
Tibetan_Sand_Fox#species	en	Tibetan sand fox	2	fox NOUN	Tibetan PROPN compound> sand NOUN | sand NOUN compound> fox NOUN
Tiger_Quoll#species	en	Tiger quoll	0	quoll NOUN	Tiger PROPN compound> quoll NOUN
Tiger_Quoll#species	en	Dasyurus maculatus	1	maculatus NOUN	Dasyurus PROPN compound> maculatus NOUN
